"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Quantum-assisted Attention U-Net for Building Segmentation over Tunis using Sentinel-1 Data","L. Russo; F. Mauro; B. Memar; A. Sebastianelli; S. L. Ullo; P. Gamba","Department of Electrical, Computer and Biomedical Engineering, University of Pavia, Pavia, Italy; Department of Engineering, University of Sannio, Benevento, Italy; Department of Civil, Building and Environmental Engineering, Sapienza University of Rome, Rome, Italy; Φ-Lab, European Space Agency, Frascati, Italy; Department of Engineering, University of Sannio, Benevento, Italy; Department of Electrical, Computer and Biomedical Engineering, University of Pavia, Pavia, Italy",2025 Joint Urban Remote Sensing Event (JURSE),"16 Jul 2025","2025","CFP25RSD-ART","","1","4","Building segmentation in urban areas is essential in fields such as urban planning, disaster response, and population mapping. Yet accurately segmenting buildings in dense urban regions presents challenges due to the large size and high resolution of satellite images. This study investigates the use of a Quanvolutional pre-processing to enhance the capability of the Attention U-Net model in the building segmentation. Specifically, this paper focuses on the urban landscape of Tunis, utilizing Sentinel-1 Synthetic Aperture Radar (SAR) imagery.In this work, Quanvolution was used to extract more informative feature maps that capture essential structural details in radar imagery, proving beneficial for accurate building segmentation. Preliminary results indiceate that proposed methodology achieves comparable test accuracy to the standard Attention U-Net model while significantly reducing network parameters. This result aligns with findings from previous works, confirming that Quan- volution not only maintains model accuracy but also increases computational efficiency. These promising outcomes highlight the potential of quantum-assisted Deep Learning frameworks for large-scale building segmentation in urban environments.","2642-9535","979-8-3503-7183-3","10.1109/JURSE60372.2025.11076019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11076019","CNN;U-Net;neural network;Deep Learning;SAR;Sentinel-1;Quantum;Quanvolution","Deep learning;Image segmentation;Accuracy;Computational modeling;Buildings;Urban planning;Sentinel-1;Feature extraction;Synthetic aperture radar;Standards","","","","17","IEEE","16 Jul 2025","5-7 May 2025","5-7 May 2025","IEEE","IEEE Conferences"
"Deep Learning for Non-Invasive Intoxication Detection: Ocular Analysis of Drivers Using CNNs and Quanvolutional Models","S. Shah; V. S. Mantrala; D. Pandey; I. Gode","NCSU Enloe HS Apex, USA; NCSU Enloe HS Garner, USA; BAiC at CU Boulder Erie, USA; Montgomery College Thomas S. Wootton HS Rockville, USA","2024 4th International Conference on Artificial Intelligence, Robotics, and Communication (ICAIRC)","4 Mar 2025","2024","","","58","61","Current intoxication methods, though effective, often rely on intrusive procedures that require trained personnel or direct interaction with the individual, limiting their practicality for real-time applications [1], [2]. This study analyzes non-invasive approaches utilizing two Convolutional Neural Networks (CNNs) and a Quanvolutional Neural Network (QNN) trained on eye images to classify sobriety by analyzing visual cues such as pupil dilation, eye redness, and eyelid position. All models were trained and evaluated on a dataset of 1500 labeled images, achieving accuracies ranging from 68.65% to 99.74%.","","979-8-3315-3122-5","10.1109/ICAIRC64177.2024.10900115","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10900115","Convolutional Neural Networks (CNNs);Quanvolutional Neural Networks (QNNs);Eye Features Analysis;Intoxication Detection;Non-Invasive Testing;Deep Learning Applications","Deep learning;Visualization;Accuracy;Roads;Neural networks;Real-time systems;Convolutional neural networks;Robots;Vehicles;Testing","","","","20","IEEE","4 Mar 2025","27-29 Dec. 2024","27-29 Dec. 2024","IEEE","IEEE Conferences"
"Quantum Generative Adversarial Network and Quantum Neural Network for Image Classification","A. P. J; K. K; V. C. Mohan; P. H. Krishna; E. Govardhan","Computer Science & Engineering, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, India; Computer Science & Engineering, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, India; Computer Science & Engineering, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, India; Computer Science & Engineering, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, India; Computer Science & Engineering, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, India",2022 International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),"27 Apr 2022","2022","","","473","478","In this paper, a Quantum Neural Network (QNN) has been proposed using the Projected Quantum Kernel feature for an image classification task. The QCNN consists of four dense layers; the first layer collects the quantum data as an input and the fourth layer produced the classification output. Moreover, a Quantum Generative Advisory Network (QGAN) has been developed using the patching technique for enhancing the number of samples in the image dataset. The proposed QNN and QGAN are constructed using quantum filters. The MNIST handwritten digit dataset was used to train and test the QNN model performance on image classification. A binary classification dataset was created from the MNIST handwritten digit database using digits 0 and 6. The QGAN generated 221 samples on digits 0 and 6 classes. The generated samples were added to the training dataset for the QNN model. The size of the Filtered MNIST handwritten dataset was extended from 13779 to 14000 samples. There are 12,000 images are split for training and 2,000 images for testing. The principal component analysis technique was used to reduce the dimension of the data. The QNN was trained on the enhanced dataset using a GPU environment. The testing accuracy of the QNN model was 98.65 percent; it is superior to the traditional neural network.","","978-1-6654-7884-7","10.1109/ICSCDS53736.2022.9760943","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9760943","Quantum Neural Network;Quantum Generative Advisory Network;Projected Quantum Kernel Feature;MNIST Handwritten Digit Dataset and Principal Component Analysis","Training;Measurement;Quantum computing;Computational modeling;Neural networks;Task analysis;Kernel","","6","","14","IEEE","27 Apr 2022","7-9 April 2022","7-9 April 2022","IEEE","IEEE Conferences"
"Attention-embedded multi-scale quadratic convolutional neural network for early bearing fault diagnosis","Y. Li; N. Song; W. Zeng; L. Jiang","China Tobacco Hubei Industrial Co. Ltd., Hubei Xinye Reconstituted Tobacco Development Co. Ltd., Wuhan, China; School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; China Tobacco Hubei Industrial Co. Ltd., Hubei Xinye Reconstituted Tobacco Development Co. Ltd., Wuhan, China","2024 6th International Conference on Intelligent Control, Measurement and Signal Processing (ICMSP)","7 Feb 2025","2024","","","209","213","Bearings are vital components in various industries such as chemical, textile, food, and tobacco. Timely fault diagnosis is crucial for maintenance, performance, safety, and cost efficiency. Traditional methods rely on manual feature extraction and are time-consuming. This study proposes an attention-embedded multi-scale quadratic convolutional neural network (MQCNN) based on the attention-embedded quadratic network (QCNN). It utilizes an attention mechanism from quadratic neurons (qttention) to enhance noise resistance and automatically extracts frequency-specific signal features through varied convolution kernels and depths. This method improves diagnostic accuracy and offers significant economic advantages in engineering applications.","","979-8-3315-1655-0","10.1109/ICMSP64464.2024.10866284","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10866284","Bearing fault diagnosis;multi-scale;quadratic convolutional neural network (QCNN);quadratic attention (qttention)","Fault diagnosis;Attention mechanisms;Accuracy;Convolution;Neurons;Signal processing algorithms;Feature extraction;Convolutional neural networks;Textiles;Testing","","1","","12","IEEE","7 Feb 2025","29 Nov.-1 Dec. 2024","29 Nov.-1 Dec. 2024","IEEE","IEEE Conferences"
"Phase-coherent transport probed by noise measurements in quantum rings","B. Düzel; O. Chiatti; C. Riha; S. S. Buchholz; D. Reuter; A. D. Wieck; S. F. Fischer","Novel Materials Group, Humboldt-Universität zu Berlin, Berlin, Germany; Novel Materials Group, Humboldt-Universität zu Berlin, Berlin, Germany; Novel Materials Group, Humboldt-Universität zu Berlin, Berlin, Germany; Novel Materials Group, Humboldt-Universität zu Berlin, Berlin, Germany; Optoelektronische Materialien und Bauelemente, Universität Paderborn, Paderborn, Germany; Angewandte Festkörperphysik, Ruhr-Universität Bochum, Bochum, Germany; Novel Materials Group & CSMB, Humboldt-Universität zu Berlin, Berlin, Germany",2023 International Conference on Noise and Fluctuations (ICNF),"25 Mar 2024","2023","","","1","4","Voltage noise measurements are performed in an etched Al0.35Ga0.65As/GaAs-based quantum ring structure using a cross-correlation technique at 4.2 K. Additional noise, exceeding the thermal noise expected from the conductance, is observed and earlier findings are confirmed [1]. Here, we identify phase-coherent transport in the quantum ring as cause for additional correlated noise, denoted as quantum-coherent network noise (QCNN), and determine a correlation coefficient in different contact configurations. Aharonov-Bohm magnetoresistance oscillations prove quantum interference at 15 mK. Our experiments show that voltage noise measurements are sensitive probes of quantum transport and may become relevant for investigations in closed-loop quantum networks.","2575-5595","979-8-3503-3011-3","10.1109/ICNF57520.2023.10472756","Deutsche Forschungsgemeinschaft; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10472756","quantum rings;thermal noise;phase-coherent transport;Aharonov-Bohm oscillations","Structural rings;Voltage measurement;Interference;Thermal conductivity;Thermal noise;Noise measurement;Quantum networks","","","","15","IEEE","25 Mar 2024","17-20 Oct. 2023","17-20 Oct. 2023","IEEE","IEEE Conferences"
"A Comparative Study of Quantum-Classical Approaches in Neural Network Architectures for Medical Imaging Applications","V. K. B; M. Rajasekaran","Department of Computer Science and Engineering, School of Computing, Kalasalingam Academy of Research and Education, Tamil Nadu, India; Department of Computer Science and Engineering, School of Computing, Kalasalingam Academy of Research and Education, Tamil Nadu, India","2026 International Conference on Recent Advancement in Electrical, Computer and Communication Technologies (IECCT)","2 Jun 2026","2026","","","1","6","Quantum circuits and classical convolutional neural networks are used in hybrid quantum-classical neural networks (HQCNNs) to classify medical images, particularly MRI and CT scans for bone cancer diagnosis. This review covers cutting-edge hybrid designs for parallel quantum circuit tumour detection, illness diagnosis, and anatomical pattern identification. Recent research reveal methodological trends, performance benchmarks, and architectural advances that improve classification accuracy, computing efficiency, and parameter optimisation by quantum. On medical imaging datasets like musculoskeletal imaging, parallel quantum computing architectures train 12 times quicker while keeping accuracy. Quantum hardware limits, noise resilience, scalability restrictions, and model interpretability are discussed in relation to clinical bone cancer screening implementation. Quantum transfer learning, federated quantum machine learning, and orthopaedic imaging-optimized hardware-aware quantum circuit design are future directions.","","979-8-3315-7140-5","10.1109/IECCT68664.2026.11541603","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11541603","Hybrid quantum-classical neural networks;medical image categorisation;bone cancer detection;parameterised quantum circuits;quantum machine learning;parallel quantum computing;MRI and CT imaging;healthcare AI","Modeling;Biomedical imaging;Printing;Quantum circuit;Tumors;Neural networks;Circuits;Accuracy;Magnetic resonance imaging;Training","","","","40","IEEE","2 Jun 2026","10-11 April 2026","10-11 April 2026","IEEE","IEEE Conferences"
"Eliminate Entanglement in Quantum Information Processing Utilizing Hybrid Quantum-Classical Neural Networks","A. S. H. Al Isawi; M. Çevik","Information Technologies Institute of Graduate Studies, ALTINBAS UNIVERSITY, Istanbul, Turkey; ECE, Artificial Intelligence Institute of Graduate Studies, ALTINBAS UNIVERSITY, Istanbul, Turkey","2022 International Congress on Human-Computer Interaction, Optimization and Robotic Applications (HORA)","27 Jun 2022","2022","","","1","8","A particle generated inside a group cannot be described independently of the other group particles during the interaction, sharing, or the development of a particle's group in close geographic in the quantum mechanics. Particles' arrangement represents their quantum states at zero temperature and highlights the particle's energy and symmetry gap during the Symmetry Protected Topology SPT as the “trivial” topological instructions' existence of these particles and provides a more consistent method for differentiating the quantum data source's features such as a quantum sensor or an intricate simulation of a device through quantum entanglement. In this research utilizing the TensorFlow framework with a cluster state as a data source which mayor may not excited, the researcher demonstrates and evaluates a quantum variant of the conventional classical neural network (CNN) called the hybrid quantum-classical convolutional neural network (HQCNN) which is trained on data containing a quantum mechanical state protected by the SPT topology. The accuracy was determined in purely model's results did not exceed 89.58% accuracy within ten epochs, whereas the hybrid model's results were accurate to 100% within three epochs with a single (Twist) filter and seven epochs with a multi-filter (multi-Twist) model with the goal of eliminating quantum entanglement.","","978-1-6654-6835-0","10.1109/HORA55278.2022.9799832","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9799832","SPT;Ten so rFlo w;hybrid quantum-classical convolutional neural network;Trivial;Symmetry Protected Topology;Quantum entanglement;HQCNN;CNN;eliminating quantum entanglement","Temperature sensors;Temperature distribution;Quantum entanglement;Soft sensors;Neural networks;Quantum state;Robot sensing systems","","","","50","IEEE","27 Jun 2022","9-11 June 2022","9-11 June 2022","IEEE","IEEE Conferences"
"Quantum-Classical Hybrid Machine Learning for Image Classification (ICCAD Special Session Paper)","M. Alam; S. Kundu; R. O. Topaloglu; S. Ghosh","School of Electrical Engineering and Computer Science, Penn State University, University Park; School of Electrical Engineering and Computer Science, Penn State University, University Park; IBM Corporation; School of Electrical Engineering and Computer Science, Penn State University, University Park",2021 IEEE/ACM International Conference On Computer Aided Design (ICCAD),"23 Dec 2021","2021","","","1","7","Image classification is a major application domain for conventional deep learning (DL). Quantum machine learning (QML) has the potential to revolutionize image classification. In any typical DL-based image classification, we use convolutional neural network (CNN) to extract features from the image and multi-layer perceptron network (MLP) to create the actual decision boundaries. QML models can be useful in both of these tasks. On one hand, convolution with parameterized quantum circuits (Quanvolution) can extract rich features from the images. On the other hand, quantum neural network (QNN) models can create complex decision boundaries. Therefore, Quanvolution and QNN can be used to create an end-to-end QML model for image classification. Alternatively, we can extract image features separately using classical dimension reduction techniques such as, Principal Components Analysis (PCA) or Convolutional Autoen-coder (CAE) and use the extracted features to train a QNN. We review two proposals on quantum-classical hybrid ML models for image classification namely, Quanvolutional Neural Network and dimension reduction using a classical algorithm followed by QNN. Particularly, we make a case for trainable filters in Quanvolution and CAE-based feature extraction for image datasets (instead of dimension reduction using linear transformations such as, PCA). We discuss various design choices, potential opportunities, and drawbacks of these models. We also release a Python-based framework to create and explore these hybrid models with a variety of design choices.","1558-2434","978-1-6654-4507-8","10.1109/ICCAD51958.2021.9643516","NSF(grant numbers:CNS-1722557,CCF-1718474,OIA-2040667,DGE-1723687,DGE-1821766); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9643516","","Dimensionality reduction;Neural networks;Feature extraction;Convolutional neural networks;Proposals;Integrated circuit modeling;Task analysis","","47","","50","IEEE","23 Dec 2021","1-4 Nov. 2021","1-4 Nov. 2021","IEEE","IEEE Conferences"
"QuCardio: Application of Quantum Machine Learning for Detection of Cardiovascular Diseases","S. Prabhu; S. Gupta; G. M. Prabhu; A. V. Dhanuka; K. V. Bhat","Department of Computer Science and Engineering, Manipal Institute of Technology, Manipal Academy of Higher Education, Manipal, Karnataka, India; Department of Computer Science and Engineering, Manipal Institute of Technology, Manipal Academy of Higher Education, Manipal, Karnataka, India; Department of Computer Science and Engineering, Manipal Institute of Technology, Manipal Academy of Higher Education, Manipal, Karnataka, India; Department of Information and Communication Technology, Manipal Institute of Technology, Manipal Academy of Higher Education, Manipal, Karnataka, India; Department of Computer Science and Engineering, Manipal Institute of Technology, Manipal Academy of Higher Education, Manipal, Karnataka, India",IEEE Access,"8 Dec 2023","2023","11","","136122","136135","This research is the first of its kind to leverage the power of Quantum Machine Learning (QML) to perform multi-class classification of Cardiovascular Diseases (CVDs). We propose a novel approach that enables multi-class classification with Pegasos Quantum Support Vector Classifier (QSVC). The QSVC and the Pegasos QSVC significantly outperform the classical SVC by a margin of +10.76% and +9.72%, respectively. The paper further ventures into a quantum deep learning based architecture with a novel Quanvolutional Neural Network (QNN) implementation, outperforming not only its classical CNN counterpart by +3.88% but also the other models by achieving 97.31% accuracy, 97.41% precision, 97.31% recall, 97.30% F1 score, and 99.10% specificity.","2169-3536","","10.1109/ACCESS.2023.3338145","Ministry of Electronics and Information Technology (MeitY), Quantum Computing Applications Laboratory (QCAL), Government of India, to access Braket-a quantum computing facility through Amazon Web Services (AWS) Cloud; Manipal Academy of Higher Education, Manipal, India; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10335179","Quantum machine learning (QML);quantum support vector machine (QSVM);Pegasos;quanvolutional neural network (QNN);medical image classification;cardiovascular disease classification","Computational modeling;Quantum computing;Cardiovascular diseases;Feature extraction;Biomedical imaging;Static VAr compensators;Electrocardiography","","39","","50","CCBYNCND","30 Nov 2023","2023","","IEEE","IEEE Journals"
"AdvQuNN: A Methodology for Analyzing the Adversarial Robustness of Quanvolutional Neural Networks","W. E. Maouaki; A. Marchisio; T. Said; M. Bennai; M. Shafique","Quantum Physics and Magnetism Team, LPMC, Faculty of Sciences Ben M’Sik, Hassan II University of Casablanca, Morocco; eBrain Lab, Division of Engineering, New York University Abu Dhabi (NYUAD), Abu Dhabi, UAE; Quantum Physics and Magnetism Team, LPMC, Faculty of Sciences Ben M’Sik, Hassan II University of Casablanca, Morocco; Quantum Physics and Magnetism Team, LPMC, Faculty of Sciences Ben M’Sik, Hassan II University of Casablanca, Morocco; eBrain Lab, Division of Engineering, New York University Abu Dhabi (NYUAD), Abu Dhabi, UAE",2024 IEEE International Conference on Quantum Software (QSW),"28 Aug 2024","2024","","","175","181","Recent advancements in quantum computing have led to the development of hybrid quantum neural networks (HQNNs) that employ a mixed set of quantum layers and classical layers, such as Quanvolutional Neural Networks (QuNNs). While several works have shown security threats of classical neural networks, such as adversarial attacks, their impact on QuNNs is still relatively unexplored. This work tackles this problem by designing AdvQuNN, a specialized methodology to investigate the robustness of HQNNs like QuNNs against adversarial attacks. It employs different types of Ansatzes as parametrized quantum circuits and different types of adversarial attacks. This study aims to rigorously assess the influence of quantum circuit architecture on the resilience of QuNN models, which opens up new pathways for enhancing the robustness of QuNNs and advancing the field of quantum cybersecurity. Our results show that, compared to classical convolutional networks, QuNNs achieve up to 60% higher robustness for the MNIST and 40% for FMNIST datasets.","","979-8-3503-6847-5","10.1109/QSW62656.2024.00033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646505","Quantum machine learning;Quanvolutional Neural Networks;Quantum Computing;Deep Neural Networks;Convolutional Neural Networks;Adversarial Attacks;Adversarial Robustness","Accuracy;Perturbation methods;Neural networks;Qubit;Computer architecture;Feature extraction;Robustness","","14","","33","IEEE","28 Aug 2024","7-13 July 2024","7-13 July 2024","IEEE","IEEE Conferences"
"RobQuNNs: A Methodology for Robust Quanvolutional Neural Networks against Adversarial Attacks","W. El Maouaki; A. Marchisio; T. Said; M. Shafique; M. Bennai","Quantum Physics and Magnetism Team, LPMC, Faculty of Sciences Ben M’Sik, Hassan II University of Casablanca, Morocco; eBrain Lab, Division of Engineering, New York University Abu Dhabi (NYUAD), Abu Dhabi, UAE; Quantum Physics and Magnetism Team, LPMC, Faculty of Sciences Ben M’Sik, Hassan II University of Casablanca, Morocco; eBrain Lab, Division of Engineering, New York University Abu Dhabi (NYUAD), Abu Dhabi, UAE; Quantum Physics and Magnetism Team, LPMC, Faculty of Sciences Ben M’Sik, Hassan II University of Casablanca, Morocco",2024 IEEE International Conference on Image Processing Challenges and Workshops (ICIPCW),"2 Dec 2024","2024","","","4090","4095","Recent advancements in quantum computing have led to the emergence of hybrid quantum neural networks, such as Quanvolutional Neural Networks (QuNNs), which integrate quantum and classical layers. While the susceptibility of classical neural networks to adversarial attacks is well-documented, the impact on QuNNs remains less understood. This study introduces RobQuNN, a new methodology to enhance the robustness of QuNNs against adversarial attacks, utilizing quantum circuit expressibility and entanglement capability alongside different adversarial strategies. Additionally, the study investigates the transferability of adversarial examples between classical and quantum models using RobQuNN, enhancing our understanding of cross-model vulnerabilities and pointing to new directions in quantum cybersecurity. The findings reveal that QuNNs exhibit up to 60% higher robustness compared to classical networks for the MNIST dataset, particularly at low levels of perturbation. This underscores the potential of quantum approaches in improving security defenses. In addition, RobQuNN revealed that QuNN does not exhibit enhanced resistance or susceptibility to cross-model adversarial examples regardless of the quantum circuit architecture.","","979-8-3315-1594-2","10.1109/ICIPCW64161.2024.10769105","Tamkeen; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10769105","Quantum machine learning;Quanvolutional Neural Networks;Quantum Computing;Deep Neural Networks;Convolutional Neural Networks;Adversarial Attacks;Adversarial Robustness","Resistance;Computational modeling;Perturbation methods;Neural networks;Computer architecture;Robustness;Quantum circuit;Integrated circuit modeling;Resilience;Glass box","","7","","22","IEEE","2 Dec 2024","27-30 Oct. 2024","27-30 Oct. 2024","IEEE","IEEE Conferences"
"Quantum-Enhanced Water Quality Monitoring: Exploiting  $\Phi$ Sat-2 Data With Quanvolution","F. Mauro; F. Razzano; P. D. Stasio; A. Sebastianelli; G. Meoni; G. Schirinzi; P. Gamba; S. L. Ullo","Department of Engineering, University of Sannio, Benevento, Italy; Department of Engineering, University of Naples “Parthenope,”, Naples, Italy; Department of Engineering, University of Sannio, Benevento, Italy; ϕ-Laboratory, European Space Agency, Frascati, Italy; ϕ-Laboratory, European Space Agency, Frascati, Italy; Department of Engineering, University of Naples “Parthenope,”, Naples, Italy; Department of Electrical, Computer and Biomedical Engineering, University of Pavia, Pavia, Italy; Department of Engineering, University of Sannio, Benevento, Italy",IEEE Geoscience and Remote Sensing Letters,"11 Jun 2025","2025","22","","1","5","Coastal water quality monitoring is crucial for environmental sustainability and public health. This work introduces a very cutting-edge methodology, using  $\Phi $ Sat-2 multispectral data and quanvolutional neural networks (QNNs) to explore quantum-enhanced machine learning (ML) for water contaminant assessment. By integrating quantum preprocessing into a classical regression model, it is possible to achieve a significant reduction in model parameters while maintaining high predictive accuracy. In addition, this work introduces an innovative dataset that integrates simulated  $\Phi $ Sat-2 spectral data with Copernicus Marine Service biogeochemical products, ensuring a strong alignment between satellite observations and reference turbidity measurements. Our results show that quantum models use up to 98% fewer parameters than their classical counterparts, while achieving a 6.9% improvement in the Pearson correlation coefficient between the  $\Phi $ Sat-2 preprocessed bands and the ground-truth turbidity values, compared with the case without quantum preprocessing. In addition, the root mean square error (RMSE) improves by 7.3% over the classical baseline. These findings highlight the potential of quantum-assisted remote sensing (RS) to enable more efficient and scalable analysis of large-scale water contaminant data, paving the way for advanced big data approaches in water quality monitoring.","1558-0571","","10.1109/LGRS.2025.3576677","European Union under the Italian National Recovery and Resilience Plan (PNRR) of NextGenerationEU partnership on "Telecommunications of the Future” program “RESTART”(grant numbers:PE00000001,E63C22002040007 - D.D. n.1549,11/10/2022); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11023839"," $\Phi $  Sat-2;quantum convolutional neural networks;quantum deep learning (DL);water quality monitoring","Turbidity;Monitoring;Data mining;Sea measurements;Water resources;Feature extraction;Pollution measurement;Water pollution;Integrated circuit modeling;Data models","","4","","21","IEEE","4 Jun 2025","2025","","IEEE","IEEE Journals"
"Novel Quanvolutional Neural Network-Based COVID-19 Diagnosis From Raman Spectroscopic Signals of Human Serum","S. Shomir Dutta; S. Sandeep; S. Sridevi; R. Mistry; J. Ortega; G. Kar","School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, Tamil Nadu, India; School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, Tamil Nadu, India; School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, Tamil Nadu, India; Pivotport Inc., Bloomingdale, IL, USA; Pivotport Inc., Bloomingdale, IL, USA; Department of Computer Science and Cybersecurity, University of Central Missouri, Warrensburg, MO, USA",IEEE Access,"20 Jun 2025","2025","13","","104382","104405","COVID-19 has proven to be one of the most devastating pandemics of the 21st century, causing widespread mortality and overwhelming healthcare systems globally. Early and accurate diagnosis is crucial to managing and controlling the spread of this virus. Although the Polymerase Chain Reaction (PCR) technique is effective for identifying the genetic material of the pathogens causing SARS-CoV-2 COVID-19, its longer processing time has led to the emergence of Raman spectroscopy as a promising alternative, a non-destructive method that provides detailed molecular insights for detecting COVID-19 through human serum samples. The primary goal of this research is to accurately diagnose COVID-19 by analyzing Raman spectroscopic signals of serum samples with a novel quantum circuit-based Quanvolutional Neural Network (QNN). In this research, although the signals are initially in one dimension (1D), we applied wavelet transforms to convert Raman spectroscopic signals into 2D scaleogram images to capture intricate spectral patterns for efficient classification. We compared the performance of our proposed QNN with existing QNN variant and classical convolutional neural network (CNN) models such as Vanilla CNN, MobileNet CNN, Xception CNN, and VGG-16 CNN. We were surprised to achieve outstanding performance across all seven evaluation metrics namely Jaccard index(JI) of 97.73%, accuracy of 98.92%, F1-score of 98.85%, recall of 97.73%, Matthews correlation coefficient (MCC) of 97.86%, precision of 100% and Area Under the Curve (AUC) score of 98.86%. The results demonstrate that proposed novel QNN outperforms classical models without overfitting. Our findings highlight the potential of QNN in revolutionizing diagnostic tools for critical diseases like COVID-19.","2169-3536","","10.1109/ACCESS.2025.3580316","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11037441","SARS-CoV-2;Covid-19;human serum samples;Raman spectroscopic signals;quanvolutional neural networks;quantum filter circuit;wavelet transform;scaleogram images","COVID-19;Accuracy;Neural networks;Integrated circuit modeling;Convolutional neural networks;Wavelet transforms;Machine learning;Deep learning;Raman scattering;Analytical models","","1","","47","CCBYNCND","16 Jun 2025","2025","","IEEE","IEEE Journals"
"Quantum-Enhanced Detection of False Base Stations in Beyond 5G Networks Using Quanvolutional Neural Network","I. W. A. J. Pawana; H. Kwon; Linawati; I. You","Department of Cyber Security, Kookmin University, Seoul, South Korea; Department of Cyber Security, Kookmin University, Seoul, South Korea; Department of Electrical Engineering, Udayana University, Badung, Indonesia; Department of Cyber Security, Kookmin University, Seoul, South Korea",2025 International Conference on Smart-Green Technology in Electrical and Information Systems (ICSGTEIS),"16 Dec 2025","2025","","","207","212","The emergence of Beyond 5G (B5G) and 6G networks introduces advanced capabilities in speed, latency, and connectivity, while also amplifying the risk of sophisticated security threats such as False Base Stations (FBS). These rogue entities imitate legitimate base stations to intercept data, perform man-in-the-middle attacks, or disrupt services. Researchers have explored conventional machine learning methods for FBS detection, but these methods often struggle to address the high-dimensional and dynamic nature of next-generation networks. This paper proposes a Quanvolutional Neural Network (QNN) framework as a quantum-enhanced solution for FBS detection. QNN utilizes quantum phenomena such as superposition and entanglement to perform complex feature transformations, enabling more expressive data representations than classical models. We evaluate the proposed QNN against a traditional Convolutional Neural Network (CNN) using a classification task designed to simulate the detection of FBS. Results demonstrate that although the QNN exhibits slower convergence during early training, it ultimately outperforms the CNN across all key evaluation metrics. The QNN achieves higher accuracy (90.65%), improved recall, lower false positive rate, and a superior F1 score, while also attaining a lower final training loss. These findings suggest that QNNs have strong potential for real-time, localized threat detection in AInative 6G architectures. Future work will explore deployment on Noisy Intermediate-Scale Quantum (NISQ) hardware and evaluate model performance under realistic noise conditions. This study contributes to ongoing research on integrating quantum machine learning into secure and intelligent wireless communication systems","2831-400X","979-8-3315-9191-5","10.1109/ICSGTEIS68532.2025.11284521","MSIT(grant numbers:202400441484); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11284521","False Base Station;Quanvolutional Neural Network;Quantum Artificial Intelligence;5G/6G;AI-RAN","6G mobile communication;Training;Base stations;Accuracy;Noise;Machine learning;Hardware;Data models;Convolutional neural networks;Security","","","","23","IEEE","16 Dec 2025","9-10 Oct. 2025","9-10 Oct. 2025","IEEE","IEEE Conferences"
